,Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
2891,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Grenada,GRD,1981,10.6,
7679,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Uzbekistan,UZB,1981,6.9,
8309,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Armenia,ARM,1981,5.9,
3647,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Jordan,JOR,1981,21.5,
6125,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Saudi Arabia,SAU,1981,21.4,
6377,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Slovak Republic,SVK,1981,11.9,
3563,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Jamaica,JAM,1981,13.8,
14315,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Slovak Republic,SVK,1981,7.7,
12047,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Lesotho,LSO,1981,0.5,
15743,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Vietnam,VNM,1981,0.1,
3521,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Italy,ITA,1981,11.5,
12383,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Maldives,MDV,1981,0.4,
12089,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Liberia,LBR,1981,0.8,
2639,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Gabon,GAB,1981,5.0,
245,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Angola,AGO,1981,1.9,
11501,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jamaica,JAM,1981,3.2,
15785,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Yemen, Rep.",YEM,1981,1.7,
2807,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ghana,GHA,1981,3.5,
875,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Bhutan,BTN,1981,1.0,
12257,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Madagascar,MDG,1981,0.3,
4403,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Malaysia,MYS,1981,3.2,
623,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Bangladesh,BGD,1981,0.6,
791,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Belize,BLZ,1981,15.1,
13391,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Oman,OMN,1981,3.9,
2933,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guatemala,GTM,1981,9.3,
4235,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Lithuania,LTU,1981,20.3,
14483,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,South Africa,ZAF,1981,2.9,
3143,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Honduras,HND,1981,8.4,
13853,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Romania,ROU,1981,7.5,
3185,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Hungary,HUN,1981,16.5,
6629,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Sri Lanka,LKA,1981,1.3,
12215,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Luxembourg,LUX,1981,8.5,
10493,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Finland,FIN,1981,7.8,
6335,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Singapore,SGP,1981,4.6,
2681,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Gambia, The",GMB,1981,2.5,
7595,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,United States,USA,1981,15.6,
7217,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Trinidad and Tobago,TTO,1981,7.4,
14357,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Slovenia,SVN,1981,6.9,
11711,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kiribati,KIR,1981,15.6,
13517,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Panama,PAN,1981,4.2,
10703,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Germany,DEU,1981,9.3,
7427,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Uganda,UGA,1981,1.4,
4445,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Maldives,MDV,1981,1.6,
6167,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Senegal,SEN,1981,3.2,
833,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Benin,BEN,1981,2.7,
581,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Bahrain,BHR,1981,24.1,
15617,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Uzbekistan,UZB,1981,3.9,
10031,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Dominica,DMA,1981,3.8,
539,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Bahamas, The",BHS,1981,20.8,
2723,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Georgia,GEO,1981,9.8,
665,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Barbados,BRB,1981,14.0,
13937,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Rwanda,RWA,1981,0.2,
9485,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1981,0.4,
12173,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Lithuania,LTU,1981,9.6,
7259,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Tunisia,TUN,1981,14.8,
13559,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Papua New Guinea,PNG,1981,4.3,
6209,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Serbia,SRB,1981,12.1,
7133,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Togo,TGO,1981,2.4,
9569,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Comoros,COM,1981,0.5,
161,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Algeria,DZA,1981,13.1,
6671,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,St. Kitts and Nevis,KNA,1981,12.1,
14441,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Somalia,SOM,1981,0.6,
497,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Azerbaijan,AZE,1981,10.0,
4529,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Malta,MLT,1981,20.2,
6545,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,South Africa,ZAF,1981,19.5,
2849,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Greece,GRC,1981,14.7,
13895,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Russian Federation,RUS,1981,6.8,
12425,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mali,MLI,1981,0.5,
15659,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Vanuatu,VUT,1981,4.8,
6461,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Solomon Islands,SLB,1981,8.9,
13433,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Pakistan,PAK,1981,0.7,
917,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Bolivia,BOL,1981,9.1,
13349,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Norway,NOR,1981,7.5,
9443,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1981,9.8,
2597,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,France,FRA,1981,12.0,
4487,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mali,MLI,1981,2.0,
4193,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Libya,LBY,1981,21.9,
8561,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bangladesh,BGD,1981,0.2,
15575,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Uruguay,URY,1981,9.6,
12341,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Malaysia,MYS,1981,1.1,
9191,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cabo Verde,CPV,1981,0.5,
10451,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Fiji,FJI,1981,7.3,
9905,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Czechia,CZE,1981,12.7,
6293,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Sierra Leone,SLE,1981,2.9,
10283,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Eritrea,ERI,1981,0.3,
3017,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guinea-Bissau,GNB,1981,2.0,
8813,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bhutan,BTN,1981,0.3,
14525,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Spain,ESP,1981,9.7,
8267,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Argentina,ARG,1981,11.0,
9359,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Central African Republic,CAF,1981,0.6,
4277,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Luxembourg,LUX,1981,10.5,
11669,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,1981,0.4,
6419,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Slovenia,SVN,1981,12.4,
6083,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Sao Tome and Principe,STP,1981,3.2,
3689,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kazakhstan,KAZ,1981,9.7,
8435,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Azerbaijan,AZE,1981,4.7,
6587,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Spain,ESP,1981,13.6,
2975,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guinea,GIN,1981,2.1,
11753,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Korea, Dem. People's Rep.",PRK,1981,1.1,
3605,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Japan,JPN,1981,1.6,
2471,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1981,1.1,
6923,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Syrian Arab Republic,SYR,1981,15.6,
12551,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mauritania,MRT,1981,0.6,
2303,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1981,2.7,
15113,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tonga,TON,1981,16.3,
5075,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Nauru,NRU,1981,53.4,
1463,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Chad,TCD,1981,1.7,
7301,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Turkiye,TUR,1981,15.9,
10535,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,France,FRA,1981,8.3,
12929,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Myanmar,MMR,1981,0.3,
8687,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Belgium,BEL,1981,9.9,
6839,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Sweden,SWE,1981,9.8,
8183,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Angola,AGO,1981,0.4,
4823,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mongolia,MNG,1981,8.4,
8141,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Andorra,AND,1981,12.8,
1883,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cuba,CUB,1981,14.8,
4949,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mozambique,MOZ,1981,1.6,
8057,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Albania,ALB,1981,5.6,
1589,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Colombia,COL,1981,11.8,
1211,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Burundi,BDI,1981,1.3,
7889,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Zambia,ZMB,1981,3.6,
11921,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Lao PDR,LAO,1981,0.2,
7805,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Vietnam,VNM,1981,0.3,
5453,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Oman,OMN,1981,11.2,
14945,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tanzania,TZA,1981,0.5,
5789,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Poland,POL,1981,14.9,
13139,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,New Zealand,NZL,1981,11.3,
10619,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Gambia, The",GMB,1981,0.5,
13181,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Nicaragua,NIC,1981,4.8,
7469,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ukraine,UKR,1981,18.3,
1169,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Burkina Faso,BFA,1981,1.0,
2135,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1981,12.4,
1841,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Croatia,HRV,1981,13.8,
3941,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kyrgyz Republic,KGZ,1981,6.7,
10367,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Eswatini,SWZ,1981,0.8,
1337,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cameroon,CMR,1981,3.3,
7007,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Tanzania,TZA,1981,2.1,
4781,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Moldova,MDA,1981,12.6,
1631,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Comoros,COM,1981,2.7,
329,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1981,15.1,
9653,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1981,0.7,
5831,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Portugal,PRT,1981,8.3,
119,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Albania,ALB,1981,9.7,
5411,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Norway,NOR,1981,10.8,
7847,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Yemen, Rep.",YEM,1981,5.5,
7931,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Zimbabwe,ZWE,1981,8.8,
14693,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,St. Vincent and the Grenadines,VCT,1981,3.0,
7343,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Turkmenistan,TKM,1981,8.1,
11585,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1981,7.9,
5201,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,New Zealand,NZL,1981,14.3,
10241,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Equatorial Guinea,GNQ,1981,0.5,
3899,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kuwait,KWT,1981,31.7,
12635,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mexico,MEX,1981,7.8,
2009,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Denmark,DNK,1981,9.2,
14021,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Sao Tome and Principe,STP,1981,0.7,
13727,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Poland,POL,1981,9.2,
15197,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tunisia,TUN,1981,4.3,
5747,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Philippines,PHL,1981,1.4,
5537,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Palau,PLW,1981,39.1,
3857,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Korea, Rep.",KOR,1981,1.2,
287,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Antigua and Barbuda,ATG,1981,10.6,
2177,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1981,9.5,
5117,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Nepal,NPL,1981,0.6,
5705,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Peru,PER,1981,11.3,
371,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1981,11.5,
1253,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cabo Verde,CPV,1981,2.4,
15323,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tuvalu,TUV,1981,16.3,
2219,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1981,20.8,
3437,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ireland,IRL,1981,8.7,
11837,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kuwait,KWT,1981,15.0,
8981,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Brazil,BRA,1981,4.3,
10409,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Ethiopia,ETH,1981,0.2,
1505,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Chile,CHL,1981,16.5,
1295,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cambodia,KHM,1981,0.5,
9107,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Burkina Faso,BFA,1981,0.2,
4907,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Morocco,MAR,1981,12.2,
10115,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Ecuador,ECU,1981,3.4,
10913,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Guinea,GIN,1981,0.4,
11963,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Latvia,LVA,1981,8.9,
9065,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bulgaria,BGR,1981,9.5,
8729,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Belize,BLZ,1981,4.8,
14777,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Sweden,SWE,1981,8.5,
12761,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mongolia,MNG,1981,3.9,
9821,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cuba,CUB,1981,4.9,
4865,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Montenegro,MNE,1981,9.8,
5159,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Netherlands,NLD,1981,7.9,
15365,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Uganda,UGA,1981,0.2,
13811,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Qatar,QAT,1981,13.2,
10787,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Greece,GRC,1981,8.7,
9779,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Croatia,HRV,1981,8.3,
15155,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Trinidad and Tobago,TTO,1981,2.2,
2261,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1981,10.3,
1547,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,China,CHN,1981,1.0,
9317,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1981,10.6,
14105,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Senegal,SEN,1981,0.6,
1925,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cyprus,CYP,1981,9.9,
9695,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Costa Rica,CRI,1981,3.8,
203,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Andorra,AND,1981,18.9,
8939,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Botswana,BWA,1981,0.6,
3269,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,India,IND,1981,0.8,
3395,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Iraq,IRQ,1981,20.7,
6755,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,St. Vincent and the Grenadines,VCT,1981,10.6,
11795,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Korea, Rep.",KOR,1981,0.5,
13097,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Netherlands,NLD,1981,5.3,
5495,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Pakistan,PAK,1981,2.2,
14735,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Suriname,SUR,1981,5.3,
14903,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tajikistan,TJK,1981,3.3,
12971,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Namibia,NAM,1981,0.9,
12593,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mauritius,MUS,1981,1.4,
12719,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Moldova,MDA,1981,4.8,
2345,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1981,1.3,
1967,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Czechia,CZE,1981,19.5,
9863,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cyprus,CYP,1981,6.4,
4697,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mexico,MEX,1981,15.7,
4991,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Myanmar,MMR,1981,1.1,
5369,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,North Macedonia,MKD,1981,13.6,
1085,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Brunei Darussalam,BRN,1981,4.5,
11123,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Hungary,HUN,1981,11.9,
6797,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Suriname,SUR,1981,16.5,
5579,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Panama,PAN,1981,10.7,
15449,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,United Arab Emirates,ARE,1981,11.0,
13223,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Niger,NER,1981,0.3,
14819,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Switzerland,CHE,1981,5.9,
1715,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Congo, Rep.",COG,1981,3.5,
11879,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kyrgyz Republic,KGZ,1981,3.9,
